ctag	ch	ch_female
CMATCHTEXT_TRAITPLAYMAKER9	<+TRAIT>$playername扫描田野|他找到了他的男人. . .	<+TRAIT>$playername扫描田野|他找到了他的男人. . .
CMATCHTEXT_TRAITSUPERSUB1	<+TRAIT>球落到替补球员$playername . . .	<+TRAIT>球落到替补球员$playername . . .
CMATCHTEXT_TRAITSUPERSUB2	<+TRAIT>$playername自上来以来就产生了影响|他拿到了球. . .	<+TRAIT>$playername自上来以来就产生了影响|他拿到了球. . .
CMATCHTEXT_TRAITSUPERSUB3	<+TRAIT>$playername自参与以来就参与其中|他向前推动. . .	<+TRAIT>$playername自参与以来就参与其中|他向前推动. . .
CMATCHTEXT_TRAITSUPERSUB4	<+TRAIT>$playername接球|替补得分突破. . .	<+TRAIT>$playername接球|替补得分突破. . .
CMATCHTEXT_TRAITSUPERSUB5	<+TRAIT>$playername自上来以来一直是威胁|他正在向前突破. . .	<+TRAIT>$playername自上来以来一直是威胁|他正在向前突破. . .
CMATCHTEXT_TRAITSUPERSUB6	<+TRAIT>$playername有更多的球员，心情愉快|他正努力有所作为. . .	<+TRAIT>$playername有更多的球员，心情愉快|他正努力有所作为. . .
CMATCHTEXT_TRAITTARGETMAN1	<+TRAIT>$playername持球良好. . .	<+TRAIT>$playername持球良好. . .
CMATCHTEXT_TRAITTARGETMAN2	<+TRAIT>$playername握住球并等待支撑. . .	<+TRAIT>$playername握住球并等待支撑. . .
CMATCHTEXT_TRAITTARGETMAN3	<+TRAIT>$playername为$attackingteamname提供出口	<+TRAIT>$playername为$attackingteamname提供出口
CMATCHTEXT_TRAITTARGETMAN4	<+TRAIT>$attackingteamname将球提高到$playername |他将球保持得很好. . .	<+TRAIT>$attackingteamname将球提高到$playername |他将球保持得很好. . .
CMATCHTEXT_TRAITTARGETMAN5	<+TRAIT>目标男子$playername接球. . .	<+TRAIT>目标男子$playername接球. . .
CMATCHTEXT_WISEPLAYER1	<assistant><EXP><col_a>$playername表现出色|他展示了他的经验| $attackingteamname正在进攻	<assistant><EXP><col_a>$playername表现出色|他展示了他的经验| $attackingteamname正在进攻
CMATCHTEXT_WISEPLAYER10	<assistant><EXP><col_a>$playername试图在游戏上加盖一些权限|他获得了$attackingteamname前进. . .	<assistant><EXP><col_a>$playername试图在游戏上加盖一些权限|他获得了$attackingteamname前进. . .
CMATCHTEXT_WISEPLAYER2	<assistant><EXP><col_a>$playername赢回球|那是老球员的聪明选择| $attackingteamname突破	<assistant><EXP><col_a>$playername赢回球|那是老球员的聪明选择| $attackingteamname突破
CMATCHTEXT_WISEPLAYER3	<assistant><EXP><col_a>$playername从运球员身上抢断了球|他为此太聪明了而不能倒下!	<assistant><EXP><col_a>$playername从运球员身上抢断了球|他为此太聪明了而不能倒下!
CMATCHTEXT_WISEPLAYER4	<assistant><EXP><col_a>$playername拦截通行证|他在那儿表现出了很高的意识. . .	<assistant><EXP><col_a>$playername拦截通行证|他在那儿表现出了很高的意识. . .
CMATCHTEXT_WISEPLAYER5	<assistant><EXP><col_a>这是$playername的一次出色拦截|他利用自己的所有经验	<assistant><EXP><col_a>这是$playername的一次出色拦截|他利用自己的所有经验
CMATCHTEXT_WISEPLAYER6	<assistant><EXP><col_a>$playername显示了他的控球经验	<assistant><EXP><col_a>$playername显示了他的控球经验
CMATCHTEXT_WISEPLAYER7	<assistant><EXP><assistant><EXP><col_a>$playername的出色战术意识|他让自己的球队再次发动进攻. . .	<assistant><EXP><assistant><EXP><col_a>$playername的出色战术意识|他让自己的球队再次发动进攻. . .
CMATCHTEXT_WISEPLAYER8	<assistant><EXP><col_a>$playername保持了自己的位置，抢到了皮球|经验赢得了挑战!	<assistant><EXP><col_a>$playername保持了自己的位置，抢到了皮球|经验赢得了挑战!
CMATCHTEXT_WISEPLAYER9	<assistant><EXP><col_a>$defendingteamname输给了$playername |他为此太明智了. . .	<assistant><EXP><col_a>$defendingteamname输给了$playername |他为此太明智了. . .
CMATCHTEXT_WISEPLAYERFK1	<assistant><EXP><col_a><!whistledelayed>$playername赢任意球|他在那里运用了他的所有经验!	<assistant><EXP><col_a><!whistledelayed>$playername赢任意球|他在那里运用了他的所有经验!
CMATCHTEXT_WISEPLAYERFK2	<assistant><EXP><col_a><!whistledelayed>$playername获得任意球|那是明智球员的明智选择	<assistant><EXP><col_a><!whistledelayed>$playername获得任意球|那是明智球员的明智选择
CMATCHTEXT_WISEPLAYERFK3	<assistant><EXP><col_a><!whistledelayed>$playername挑战并赢得任意球	<assistant><EXP><col_a><!whistledelayed>$playername挑战并赢得任意球
CMATCHTEXT_WISEPLAYERFK4	<assistant><EXP><col_a><!whistledelayed>$playername得到任意球|他在那里很聪明	<assistant><EXP><col_a><!whistledelayed>$playername得到任意球|他在那里很聪明
CMATCHTEXT_WISEPLAYERFK5	<assistant><EXP><col_a><!whistledelayed>$playername轻松摔倒但获得任意球|裁判真的没有选择	<assistant><EXP><col_a><!whistledelayed>$playername轻松摔倒但获得任意球|裁判真的没有选择
CMATCHTEXT_YELLOW1	<col_d>这将是$playername的黄牌	<col_d>这将是$playername的黄牌
CMATCHTEXT_YELLOW2	<col_d>这是一张黄牌| $playername进入书中	<col_d>这是一张黄牌| $playername进入书中
CMATCHTEXT_YELLOW3	<col_d>被$playername故意犯规|黄牌	<col_d>被$playername故意犯规|黄牌
CMATCHTEXT_YELLOW4	<col_d>$playername拿到一张黄牌	<col_d>$playername拿到一张黄牌
CMATCHTEXT_YELLOW5	<col_d>裁判员进入他的口袋|一张$playername的黄牌	<col_d>裁判员进入他的口袋|一张$playername的黄牌
CMATCHTEXT_YOUNGPLAYER_GK1	<assistant><-EXP><col_d>从年轻时起分布不佳$playername . . .	<assistant><-EXP><col_d>从年轻时起分布不佳$playername . . .
CMATCHTEXT_YOUNGPLAYER_GK2	<assistant><-EXP><col_d>菜鸟守门员$playername看起来很紧张|他招架了一个弱小的投篮重新发挥作用. . .	<assistant><-EXP><col_d>菜鸟守门员$playername看起来很紧张|他招架了一个弱小的投篮重新发挥作用. . .
CMATCHTEXT_YOUNGPLAYER_GK3	<assistant><-EXP><col_d>$playername将需要快速学习|他直接将球掷向了对手	<assistant><-EXP><col_d>$playername将需要快速学习|他直接将球掷向了对手
CMATCHTEXT_YOUNGPLAYER_GK4	<assistant><-EXP><col_d>那是年轻时的糟糕表现$playername	<assistant><-EXP><col_d>那是年轻时的糟糕表现$playername
CMATCHTEXT_YOUNGPLAYER_GK5	<assistant><-EXP><col_d>$playername显示了他的经验|他直接给了$attackingteamname . . .	<assistant><-EXP><col_d>$playername显示了他的经验|他直接给了$attackingteamname . . .
CMATCHTEXT_YOUNGPLAYER_RAW_GK1	<assistant><-EXP><col_d>$playername望着他的深处| <col_a>他直接把它扔给了$attackingteamname . . .	<assistant><-EXP><col_d>$playername望着他的深处| <col_a>他直接把它扔给了$attackingteamname . . .
CMATCHTEXT_YOUNGPLAYER_RAW_GK2	<assistant><-EXP><col_d>$playername似乎没有为第一支球队做好准备| <col_a>他的分配不佳. . .	<assistant><-EXP><col_d>$playername似乎没有为第一支球队做好准备| <col_a>他的分配不佳. . .
CMATCHTEXT_YOUNGPLAYER_RAW_GK3	<assistant><-EXP><col_d>小伙子$playername实在无法参加一队比赛| <col_a>他在驯服的十字架上扑了一下. . .	<assistant><-EXP><col_d>小伙子$playername实在无法参加一队比赛| <col_a>他在驯服的十字架上扑了一下. . .
CMATCHTEXT_YOUNGPLAYER_RAW_GK4	<assistant><-EXP><col_d>小伙子$playername被扔到了最深处| <col_a>$attackingteamname可以闻到血液. . .	<assistant><-EXP><col_d>小伙子$playername被扔到了最深处| <col_a>$attackingteamname可以闻到血液. . .
CMATCHTEXT_YOUNGPLAYER_RAW_GK5	<assistant><-EXP><col_d>年轻$playername显然在外面挣扎| <col_a>$attackingteamname对他射门. . .	<assistant><-EXP><col_d>年轻$playername显然在外面挣扎| <col_a>$attackingteamname对他射门. . .
CMATCHTEXT_YOUNGPLAYER_RAW1	<assistant><-EXP><col_d>$playername完全超出了他的深度| <col_a>这里有$attackingteamname . . .	<assistant><-EXP><col_d>$playername完全超出了他的深度| <col_a>这里有$attackingteamname . . .
CMATCHTEXT_YOUNGPLAYER_RAW2	<assistant><-EXP><col_d>$playername显然还没有准备好对第一队采取行动| <col_a>$attackingteamname攻击. . .	<assistant><-EXP><col_d>$playername显然还没有准备好对第一队采取行动| <col_a>$attackingteamname攻击. . .
CMATCHTEXT_YOUNGPLAYER_RAW3	<assistant><-EXP><col_d>小伙子$playername对于进攻时的一线队行动| <col_a>$attackingteamname太原始了. . .	<assistant><-EXP><col_d>小伙子$playername对于进攻时的一线队行动| <col_a>$attackingteamname太原始了. . .
CMATCHTEXT_YOUNGPLAYER_RAW4	<assistant><-EXP><col_d>小伙子$playername被扔到了最深处| <col_a>这里是$attackingteamname . . .	<assistant><-EXP><col_d>小伙子$playername被扔到了最深处| <col_a>这里是$attackingteamname . . .
CMATCHTEXT_YOUNGPLAYER_RAW5	<assistant><-EXP><col_d>年轻$playername显然在外面挣扎| <col_a>$attackingteamname正在和他玩弄. . .	<assistant><-EXP><col_d>年轻$playername显然在外面挣扎| <col_a>$attackingteamname正在和他玩弄. . .
CMATCHTEXT_YOUNGPLAYER1	<assistant><-EXP><col_d>$playername犯了低级错误. . .	<assistant><-EXP><col_d>$playername犯了低级错误. . .
CMATCHTEXT_YOUNGPLAYER10	<assistant><-EXP><col_d>年轻$playername看着大海. . .	<assistant><-EXP><col_d>年轻$playername看着大海. . .
CMATCHTEXT_YOUNGPLAYER11	<assistant><-EXP><col_d>$playername将需要快速学习|他已将球传开了. . .	<assistant><-EXP><col_d>$playername将需要快速学习|他已将球传开了. . .
CMATCHTEXT_YOUNGPLAYER2	<assistant><-EXP><col_d>这是年轻时的愚蠢错误$playername	<assistant><-EXP><col_d>这是年轻时的愚蠢错误$playername
CMATCHTEXT_YOUNGPLAYER3	<assistant><-EXP><col_d>$playername显示了他的经验. . .	<assistant><-EXP><col_d>$playername显示了他的经验. . .
CMATCHTEXT_YOUNGPLAYER4	<assistant><-EXP><col_d>小伙子$playername犯了一个愚蠢的错误	<assistant><-EXP><col_d>小伙子$playername犯了一个愚蠢的错误
CMATCHTEXT_YOUNGPLAYER5	<assistant><-EXP><col_d>这是小伙子的错误$playername	<assistant><-EXP><col_d>这是小伙子的错误$playername
CMATCHTEXT_YOUNGPLAYER6	<assistant><-EXP><col_d>$playername显示他的经验不足|菜鸟错误	<assistant><-EXP><col_d>$playername显示他的经验不足|菜鸟错误
CMATCHTEXT_YOUNGPLAYER7	<assistant><-EXP><col_d>$playername犯的一个错误|表明他缺乏经验	<assistant><-EXP><col_d>$playername犯的一个错误|表明他缺乏经验
CMATCHTEXT_YOUNGPLAYER8	<assistant><-EXP><col_d>$playername位置不正确|他的经验不足，在那儿背叛了他. . .	<assistant><-EXP><col_d>$playername位置不正确|他的经验不足，在那儿背叛了他. . .
CMATCHTEXT_YOUNGPLAYER9	<assistant><-EXP><col_a>$attackingteamname处理年轻人$playername	<assistant><-EXP><col_a>$attackingteamname处理年轻人$playername
CMATCHTEXT_YOUNGPLAYERFK1	<assistant><-EXP><col_d>$playername的愚蠢犯规|暴露了他缺乏经验	<assistant><-EXP><col_d>$playername的愚蠢犯规|暴露了他缺乏经验
CMATCHTEXT_YOUNGPLAYERFK2	<assistant><-EXP><col_d>这是年轻人的轻率挑战$playername	<assistant><-EXP><col_d>这是年轻人的轻率挑战$playername
CMATCHTEXT_YOUNGPLAYERFK3	<assistant><-EXP><col_d>年轻$playername将他的对手捆在了地上	<assistant><-EXP><col_d>年轻$playername将他的对手捆在了地上
CMATCHTEXT_YOUNGPLAYERFK4	<assistant><-EXP><col_d>$playername被骗去挑战. . .	<assistant><-EXP><col_d>$playername被骗去挑战. . .
CMATCHTEXT_YOUNGPLAYERFK5	<assistant><-EXP><col_d>在危险区域这是不必要的挑战| $playername表明他在那里没有经验	<assistant><-EXP><col_d>在危险区域这是不必要的挑战| $playername表明他在那里没有经验
CMESSAGE_NOTENOUGHCASHSHORT	没有足够的现金	没有足够的现金
CMESSAGE_REQUIRESFACILITY	需要$设施等级$num	需要$设施等级$num
Coaching	辅导课程	辅导课程
coaching_Abilities	能力	能力
CoachingAgilityDescr	提高守门员的敏捷性	提高守门员的敏捷性
coaching_AddSide	添加面	添加面
coaching_Effect	影响	影响
coaching_Fitness	适合度	适合度
Coaching_FitnessCentreTip	+1健身卡	+1健身卡
CoachingHandleDescr	增强门将的处理能力	增强门将的处理能力
Coaching_MedicalUnitTip	+1治疗卡	+1治疗卡
coaching_Progress	进展	进展
CoachingReflexesDescr	增强守门员的反应能力	增强守门员的反应能力
Coaching_Rest	休息队	休息队
Coaching_RestTip	‘+$num NRG卡	‘+$num NRG卡
Coaching_ScoutsOfficeTip	+1球探名单上的球员	+1球探名单上的球员
coaching_Skills	技能专长	技能专长
coaching_TeamWork	团队合作	团队合作
Coaching_TrainingGroundTip	+1技能卡	+1技能卡
coaching_Youth	青年	青年
Coaching_YouthAcademyTip	+1青年球员卡	+1青年球员卡
CoachingAddSideDescr	提高球员的多功能性	提高球员的多功能性
coachingCard	教练卡	教练卡
coachingCards	教练卡	教练卡
COACHINGCOOLDOWNDESC	冷却时间：$num	冷却时间：$num
COACHINGCOOLDOWNDESC_CONNECTING	正在连接. . .	正在连接. . .
COACHINGCOOLDOWNDESC_FACILITY	冷却时间：$num-升级工具	冷却时间：$num-升级工具
COACHINGCOOLDOWNDESC_NOCONNECTION	检查互联网连接	检查互联网连接
COACHINGCOOLDOWNDESC_UNHAPPY	冷却时间：$num-工作人员不满意	冷却时间：$num-工作人员不满意
CoachingDribbleDescr	促进球员的运球	促进球员的运球
COACHINGERROR_FACILITYNOTOCCUPIED	雇用员工使用设施	雇用员工使用设施
CoachingHireStaff	可用人员	可用人员
CoachingPaceDescr	提高球员的节奏	提高球员的节奏
CoachingStrengthDescr	增强球员的力量	增强球员的力量
CoachingTackleDescr	增强球员的处理能力	增强球员的处理能力
CoachingTechniqueDescr	提升球员的技巧	提升球员的技巧
CoachingPurchaseFacility	购买设施以雇用员工	购买设施以雇用员工
Competition	竞争	竞争
competition_Friendly	友好	友好
Competitions	比赛项目	比赛项目
comptype_BestPlaced	最好的地方	最好的地方
comptype_KO	KO	KO
comptype_League	联盟	联盟
comptype_LeagueCont	联赛延续	联赛延续
comptype_Pool	泳池	泳池
comptype_RegionalSort	区域排序	区域排序
concern_Contract	合同	合同
concern_Development	发展历程	发展历程
concern_Form	团队形式	团队形式
concern_Management	管理	管理
concern_Selection	选拔	选拔
concern_Title_Contract	合同问题	合同问题
concern_Title_Development	发展问题	发展问题
concern_Title_Form	阵容问题	阵容问题
concern_Title_Highest	高度问题	高度问题
concern_Title_Management	管理问题	管理问题
concern_Title_Selection	选择问题	选择问题
concern_Title_Training	培训问题	培训问题
concern_Training	训练	训练
Concerns	顾虑	顾虑
concerns_Contract	合同	合同
concerns_Form	阵型	阵型
concerns_Selection	选拔	选拔
concerns_Training	训练	训练
congratulations	恭喜啦	恭喜啦
		
Consent_HEADER	数据同意管理	数据同意管理
Consent_TITLE	数据使用	数据使用
Consent_TEXT	此游戏带有广告支持.我们希望为您提供更好，更有用，重复次数更少的广告，并且为此，我们需要跟踪有关您设备的一些详细信息.。要达成共识，您必须年满16岁	此游戏带有广告支持.我们希望为您提供更好，更有用，重复次数更少的广告，并且为此，我们需要跟踪有关您设备的一些详细信息.。要达成共识，您必须年满16岁
Consent_YES	同意	同意
Consent_MORE_INFO	更多信息	更多信息
Consent_DENY	不同意	不同意
		
Continent	大陆	大陆
Continental	欧陆	欧陆
Continental Comp	大陆航空公司	大陆航空公司
Continental Competitions	大陆比赛	大陆比赛
Continental Comps	大陆组合	大陆组合
Continents	大洲	大洲
Continue	继续	继续
Contract	合同	合同
Contract Expires	合同到期	合同到期
Contract Length	合约时长	合约时长
Contract Negotiation	合同谈判	合同谈判
Contract Offer	合约报价	合约报价
contract_Demands	需要	需要
contract_Expired	已过期	已过期
contract_Expires	过期	过期
contract_Hire	聘请	聘请
contract_Hired	雇用	雇用
contract_Increase	增加合同	增加合同
contract_Length	合约长度：$num个	合约长度：$num个
contract_NotHired	未录用	未录用
contract_Renew	更新	更新
contract_Retiring	退役	退役
contract_Term	术语	术语
ContractDescr	增加合同期限	增加合同期限
Cooldown	冷却	冷却
Corners	角落	角落
CPRESSCONFQ	在新闻发布会上，您会被问到以下问题：	在新闻发布会上，您会被问到以下问题：
CPRESSCONFQ_BANLENGTH	$playername禁赛目前剩下多少场比赛?	$playername禁赛目前剩下多少场比赛?
CPRESSCONFQ_BIGGESTLOSSCAREER	您职业生涯中最大的损失是什么?	您职业生涯中最大的损失是什么?
CPRESSCONFQ_BIGGESTLOSSCLUB	本赛季你最大的损失是什么?	本赛季你最大的损失是什么?
CPRESSCONFQ_BIGGESTWINCAREER	您职业中最大的胜利是什么?	您职业中最大的胜利是什么?
CPRESSCONFQ_BIGGESTWINCLUB	您本赛季最大的胜利是什么?	您本赛季最大的胜利是什么?
CPRESSCONFQ_CAPACITY	您目前的体育场容量是多少?	您目前的体育场容量是多少?
CPRESSCONFQ_INJURYLENGTH	因伤缺席$playername还有几场比赛?	因伤缺席$playername还有几场比赛?
CPRESSCONFQ_LEAGUEPOS	您目前的联赛位置是什么?	您目前的联赛位置是什么?
CPRESSCONFQ_LEVELFITNESSCENTRE	您的健身中心在什么水平上?	您的健身中心在什么水平上?
CPRESSCONFQ_LEVELFITNESSCENTRE0	您是否建立了健身中心?	您是否建立了健身中心?
CPRESSCONFQ_LEVELMEDICALUNIT	您的医疗单元是什么级别?	您的医疗单元是什么级别?
CPRESSCONFQ_LEVELMEDICALUNIT0	您是否已建立医疗单元?	您是否已建立医疗单元?
CPRESSCONFQ_LEVELSCOUTSOFFICE	您的侦查员办公室在什么级别?	您的侦查员办公室在什么级别?
CPRESSCONFQ_LEVELSCOUTSOFFICE0	您是否已经建立了侦察员办公室?	您是否已经建立了侦察员办公室?
CPRESSCONFQ_LEVELSHOP	您的俱乐部商城是什么级别？?	您的俱乐部商城是什么级别？?
CPRESSCONFQ_LEVELSHOP0	您是否已建立俱乐部商城？?	您是否已建立俱乐部商城？?
CPRESSCONFQ_LEVELTRAININGGROUND	您的训练水平是多少？?	您的训练水平是多少？?
CPRESSCONFQ_LEVELTRAININGGROUND0	您是否建立了培训基地？?	您是否建立了培训基地？?
CPRESSCONFQ_LEVELYOUTHACADEMY	您的青年学院是什么水平?	您的青年学院是什么水平?
CPRESSCONFQ_LEVELYOUTHACADEMY0	您建立了青年学院吗?	您建立了青年学院吗?
CPRESSCONFQ_NAMEFITNESSCOACH	您的健身教练的名字是什么?	您的健身教练的名字是什么?
CPRESSCONFQ_NAMEPHYSIO	您的PHYSIO的名字是什么?	您的PHYSIO的名字是什么?
CPRESSCONFQ_NAMESCOUT	您的球探叫什么名字?	您的球探叫什么名字?
CPRESSCONFQ_NAMESKILLSCOACH	您的技能教练的名字是什么?	您的技能教练的名字是什么?
CPRESSCONFQ_NAMETOPASSISTS	谁是本赛季迄今为止球队中助攻最多的球员?	谁是本赛季迄今为止球队中助攻最多的球员?
